Degree,Alpha,Iters,Equation,R2 Train,RMSE Train,R2 Test,RMSE Test
1,0.1,1,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.01,6,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
5,0.01,1,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
5,0.1,1,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
4,0.01,1,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
4,0.1,1,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.1,2,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
3,0.1,1,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
2,0.01,1,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
2,0.1,1,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.01,10,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.01,9,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.01,8,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.01,7,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
3,0.01,1,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.01,5,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.1,9,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.1,5,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.1,7,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.1,4,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.1,3,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.1,8,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.01,4,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.1,6,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.01,3,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.01,2,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.01,1,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
1,0.1,10,(dP_dy)' = -1.000 dP_dy,0.9999998558703806,2.201612179057777e-06,0.9999999947348046,7.184755492688771e-07
2,0.1,5,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.01,6,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.1,2,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.01,10,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.1,6,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.01,8,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.01,7,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.01,9,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.1,3,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.01,4,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.1,7,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.1,8,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.1,9,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.1,10,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.1,4,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.01,2,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.01,3,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
2,0.01,5,(dP_dy)' = -1.000 dP_dy,0.999999910619288,1.7337485233579269e-06,0.9999999937003393,7.858928254990477e-07
5,0.01,8,(dP_dy)' = -2451.492 dP_dy^3 + 0.294 dP_dy^3 Re_tau + 1257020.483 dP_dy^5,0.922390152460951,0.00161555822355365,0.9385769511119055,0.0024539766836341745
5,0.01,7,(dP_dy)' = -2451.492 dP_dy^3 + 0.294 dP_dy^3 Re_tau + 1257020.483 dP_dy^5,0.922390152460951,0.00161555822355365,0.9385769511119055,0.0024539766836341745
5,0.01,9,(dP_dy)' = -2451.492 dP_dy^3 + 0.294 dP_dy^3 Re_tau + 1257020.483 dP_dy^5,0.922390152460951,0.00161555822355365,0.9385769511119055,0.0024539766836341745
5,0.1,10,(dP_dy)' = -2451.492 dP_dy^3 + 0.294 dP_dy^3 Re_tau + 1257020.483 dP_dy^5,0.922390152460951,0.00161555822355365,0.9385769511119055,0.0024539766836341745
5,0.1,9,(dP_dy)' = -2451.492 dP_dy^3 + 0.294 dP_dy^3 Re_tau + 1257020.483 dP_dy^5,0.922390152460951,0.00161555822355365,0.9385769511119055,0.0024539766836341745
5,0.1,8,(dP_dy)' = -2451.492 dP_dy^3 + 0.294 dP_dy^3 Re_tau + 1257020.483 dP_dy^5,0.922390152460951,0.00161555822355365,0.9385769511119055,0.0024539766836341745
5,0.1,7,(dP_dy)' = -2451.492 dP_dy^3 + 0.294 dP_dy^3 Re_tau + 1257020.483 dP_dy^5,0.922390152460951,0.00161555822355365,0.9385769511119055,0.0024539766836341745
5,0.01,10,(dP_dy)' = -2451.492 dP_dy^3 + 0.294 dP_dy^3 Re_tau + 1257020.483 dP_dy^5,0.922390152460951,0.00161555822355365,0.9385769511119055,0.0024539766836341745
5,0.01,6,(dP_dy)' = -2665.127 dP_dy^3 + 0.131 dP_dy^3 Re_tau + 1442007.391 dP_dy^5,0.911335929739909,0.0017267840612891305,0.9292747408434651,0.0026332495628429405
5,0.1,6,(dP_dy)' = -2665.127 dP_dy^3 + 0.131 dP_dy^3 Re_tau + 1442007.391 dP_dy^5,0.911335929739909,0.0017267840612891305,0.9292747408434651,0.0026332495628429405
4,0.01,5,(dP_dy)' = -972.561 dP_dy^3 + 0.339 dP_dy^3 Re_tau,0.8428273714503496,0.002299072450263351,0.8560659720612408,0.003756526756902236
4,0.1,5,(dP_dy)' = -972.561 dP_dy^3 + 0.339 dP_dy^3 Re_tau,0.8428273714503496,0.002299072450263351,0.8560659720612408,0.003756526756902236
3,0.01,5,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.1,4,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.1,5,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.1,6,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.1,7,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.1,8,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.1,9,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.1,10,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.01,6,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.01,8,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.01,7,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.01,4,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.01,9,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.01,10,(dP_dy)' = -0.001 dP_dy Re_tau + -670.648 dP_dy^3,0.8406159604124482,0.0023151898727612062,0.8540840295317097,0.003782301639355782
3,0.1,3,(dP_dy)' = -0.002 dP_dy Re_tau,0.6836233067301328,0.0032618684373179082,0.4345041305805949,0.007445938854835232
3,0.01,3,(dP_dy)' = -0.002 dP_dy Re_tau,0.6836233067301328,0.0032618684373179082,0.4345041305805949,0.007445938854835232
4,0.1,9,(dP_dy)' = -0.002 dP_dy Re_tau + 0.009 dP_dy^3 Re_tau,0.6836603915172271,0.0032616772581885293,0.4343865521561783,0.007446712897850558
4,0.01,10,(dP_dy)' = -0.002 dP_dy Re_tau + 0.009 dP_dy^3 Re_tau,0.6836603915172271,0.0032616772581885293,0.4343865521561783,0.007446712897850558
4,0.1,10,(dP_dy)' = -0.002 dP_dy Re_tau + 0.009 dP_dy^3 Re_tau,0.6836603915172271,0.0032616772581885293,0.4343865521561783,0.007446712897850558
4,0.1,6,(dP_dy)' = -0.002 dP_dy Re_tau + 0.009 dP_dy^3 Re_tau,0.6836603915172271,0.0032616772581885293,0.4343865521561783,0.007446712897850558
4,0.01,8,(dP_dy)' = -0.002 dP_dy Re_tau + 0.009 dP_dy^3 Re_tau,0.6836603915172271,0.0032616772581885293,0.4343865521561783,0.007446712897850558
4,0.01,9,(dP_dy)' = -0.002 dP_dy Re_tau + 0.009 dP_dy^3 Re_tau,0.6836603915172271,0.0032616772581885293,0.4343865521561783,0.007446712897850558
4,0.01,7,(dP_dy)' = -0.002 dP_dy Re_tau + 0.009 dP_dy^3 Re_tau,0.6836603915172271,0.0032616772581885293,0.4343865521561783,0.007446712897850558
4,0.1,7,(dP_dy)' = -0.002 dP_dy Re_tau + 0.009 dP_dy^3 Re_tau,0.6836603915172271,0.0032616772581885293,0.4343865521561783,0.007446712897850558
4,0.01,6,(dP_dy)' = -0.002 dP_dy Re_tau + 0.009 dP_dy^3 Re_tau,0.6836603915172271,0.0032616772581885293,0.4343865521561783,0.007446712897850558
4,0.1,8,(dP_dy)' = -0.002 dP_dy Re_tau + 0.009 dP_dy^3 Re_tau,0.6836603915172271,0.0032616772581885293,0.4343865521561783,0.007446712897850558
5,0.1,4,(dP_dy)' = -1.517 dP_dy^3 Re_tau,0.5465457148584725,0.0039050891626317597,0.37210057647690553,0.007846026835000734
5,0.01,4,(dP_dy)' = -1.517 dP_dy^3 Re_tau,0.5465457148584725,0.0039050891626317597,0.37210057647690553,0.007846026835000734
5,0.01,5,(dP_dy)' = -1.517 dP_dy^3 Re_tau,0.5465457148584725,0.0039050891626317597,0.37210057647690553,0.007846026835000734
5,0.1,5,(dP_dy)' = -1.517 dP_dy^3 Re_tau,0.5465457148584725,0.0039050891626317597,0.37210057647690553,0.007846026835000734
4,0.1,4,(dP_dy)' = 0.083 dP_dy^3 Re_tau,0.2951570838714801,0.0048686703350412355,0.17564049533718906,0.008990069968705482
4,0.01,4,(dP_dy)' = 0.083 dP_dy^3 Re_tau,0.2951570838714801,0.0048686703350412355,0.17564049533718906,0.008990069968705482
4,0.1,3,(dP_dy)' = -0.289 dP_dy^3 Re_tau,0.22186113487189973,0.005115554934285267,0.13757854364299704,0.009195270794566467
4,0.01,3,(dP_dy)' = -0.289 dP_dy^3 Re_tau,0.22186113487189973,0.005115554934285267,0.13757854364299704,0.009195270794566467
3,0.01,2,(dP_dy)' = 0.000,0.10830584745280092,0.005476109939000672,0.022436930105245056,0.009789874856696279
3,0.1,2,(dP_dy)' = 0.000,0.10830584745280092,0.005476109939000672,0.022436930105245056,0.009789874856696279
5,0.1,3,(dP_dy)' = 0.000,0.08824435201753711,0.005537368556803791,0.017672326144433592,0.0098137035894491
5,0.01,3,(dP_dy)' = 0.000,0.08824435201753711,0.005537368556803791,0.017672326144433592,0.0098137035894491
4,0.1,2,(dP_dy)' = 0.000,0.0,0.005799148088637256,-2.220446049250313e-16,0.009901585615310788
5,0.1,2,(dP_dy)' = 0.000,0.0,0.005799148088637256,-2.220446049250313e-16,0.009901585615310788
5,0.01,2,(dP_dy)' = 0.000,0.0,0.005799148088637256,-2.220446049250313e-16,0.009901585615310788
4,0.01,2,(dP_dy)' = 0.000,0.0,0.005799148088637256,-2.220446049250313e-16,0.009901585615310788
